11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,0,0,0,0,0,0,0,11,9,11,11,11
11,11,11,0,9,11,11,11,11,0,11,0,11,11,11
11,11,11,0,11,11,0,0,0,0,11,0,11,11,11
11,11,11,0,0,11,11,0,11,0,0,0,11,11,11
11,11,11,0,0,4,11,2,11,0,11,0,11,11,11
11,11,11,6,11,5,11,11,11,0,36,0,11,11,11
11,11,11,9,0,4,0,0,11,0,11,0,11,11,11
11,11,11,11,11,11,16,0,0,0,11,0,11,11,11
11,11,11,13,0,0,0,0,11,16,0,9,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
