11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,27,11,11,11,11,11,11,11,11,11,11,11
11,11,9,0,11,0,37,0,37,0,37,0,9,11,11
11,11,11,11,11,27,11,11,11,9,0,0,0,11,11
11,11,0,9,0,0,11,0,11,0,37,11,4,11,11
11,11,6,11,11,11,11,0,11,11,11,11,5,11,11
11,11,0,9,11,3,4,5,4,9,0,11,5,11,11
11,11,7,11,11,11,1,9,11,11,6,11,5,11,11
11,11,0,0,0,0,17,0,11,0,0,0,4,11,11
11,11,11,7,17,0,11,0,11,11,7,0,11,11,11
11,11,2,0,0,0,11,11,11,9,0,0,9,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
