01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,9,0,0,0,0,0,9,01,01,01,01
01,01,01,01,0,01,33,01,01,01,0,01,01,01,01
01,01,01,01,01,01,0,0,0,0,0,01,01,01,01
01,01,01,01,0,01,01,0,01,01,01,01,01,01,01
01,01,01,01,0,0,0,0,01,0,0,01,01,01,01
01,01,01,01,0,01,01,01,01,01,0,01,01,01,01
01,01,01,01,9,0,0,02,0,0,9,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,10,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
